query_id,answer
63,1966 4403 2238 2831 4332 1958 2865 3006 2521 4400
64,1918 1909 1907 4328 1901 4396 2462 1899 4446 4308
65,2217 4008 2896 2942 2887 2155 2968 3256 2948 2794
66,3779 4266 4134 3993 4287 2203 4163 4291 2415 3482
67,3470 4440 2218 3077 3078 4333 4389 1828 4331 4313
68,3595 2217 4008 2221 2794 2661 2942 2968 2663 4287
69,1966 2865 4406 4400 4361 3844 3149 4532 2831 2943
70,3436 4234 1958 3467 4396 1909 1907 1899 3265 1923
71,4219 2943 3265 4532 4234 2646 1951 3149 1958 4308
72,4308 4362 2698 1951 4234 3467 4214 1899 4219 2646
73,4440 2220 2894 2191 2696 2288 2896 2663 4389 3481
74,2865 1966 3844 4400 4406 2831 4403 2521 1958 4532
75,4219 2943 4406 2646 4308 4334 4333 3470 4361 4446
76,1901 4362 4396 2511 3265 4308 1918 4234 1958 1909
77,1958 4362 1901 3088 4396 1960 1923 2408 1899 3419
78,3265 4308 4134 4234 1901 1910 4446 3147 4362 3641
79,2865 1966 3844 4406 2696 2521 3567 1958 2802 2866
80,3861 2405 2962 4317 4319 2902 2899 4320 2232 3469
81,2865 2866 1966 2696 3470 4406 3844 2831 4509 2288
82,4400 1960 4532 4403 4308 4387 4219 4408 4446 1958
83,4532 1958 1951 4234 1966 2646 4387 4308 1918 4446
84,4400 2865 2690 1966 3006 3209 4407 2795 2408 3400
85,2962 3209 4219 2944 4162 2249 2646 1918 1910 4397
86,1951 1958 4234 1901 4532 3861 4361 4286 3643 3008
87,4406 4234 4308 1899 3844 4361 2646 2943 4333 4331
88,1951 3467 4286 4532 4234 2698 2665 4366 2075 1909
89,1951 3467 4366 1901 4286 4234 1907 1958 1918 4328
90,2865 1966 3844 4509 2696 4406 3567 2866 4400 3470
91,1901 4396 2943 4387 4009 1923 3009 3088 4362 4205
92,2698 2665 4532 4362 4234 3579 1951 1901 4010 4446
93,2865 4387 1966 2408 3567 1958 4532 4406 3400 2866
94,3260 3147 2061 4110 4411 2059 3431 2062 3006 3007
95,1951 4286 3436 1901 3467 4532 4396 1907 1909 4234
96,2943 2865 1958 2408 4396 1918 4403 2866 2831 2802
97,1966 4403 2408 2865 4532 1958 2831 4407 4333 4400
98,1951 4532 4234 1958 4045 3643 2646 2665 4446 4308
99,1958 1966 4504 4331 2696 4333 4219 4403 4361 2943
100,3436 4234 1951 3467 1901 4532 4396 4446 4286 3265
101,1966 2865 2943 4400 2408 4403 1958 4407 4406 2521
102,4451 2205 3150 2698 3995 2661 4404 4290 3437 3483
103,2943 3643 4389 3565 3482 2962 3128 4394 2220 4440
104,2865 1966 2866 2696 2408 4406 1958 2521 2943 4387
105,4219 2646 3077 3169 3078 3470 4532 4384 4440 4361
106,4219 4361 2037 2220 4322 3564 3844 2865 2646 4532
107,1918 1909 4328 3419 4286 4399 4396 4009 1923 1901
108,4308 1951 2646 2943 4361 4530 1910 4328 2865 1966
109,4406 4308 1899 1966 4234 2646 4446 4219 2037 4532
110,4219 4308 2646 2865 4361 4396 3419 4532 4328 1951
111,4361 2646 4233 4219 4308 3127 2521 2865 3565 3564
112,1966 2865 2696 2866 3844 2943 4440 4389 3862 4518
113,1958 4532 3265 1951 4446 4045 1910 4308 3579 2646
114,3026 2646 4395 4424 2288 3567 4005 2865 1966 2171
115,4526 4523 1842 4454 4528 2674 4529 2706 2791 2900
116,2943 2521 2646 2802 3088 4328 4396 4532 4205 3055
117,1918 1901 4286 1909 1899 3419 3467 2198 4396 4308
118,2866 4219 2646 2943 3078 3077 2221 1966 4389 4440
119,2646 4384 3077 4219 4308 4440 4532 4214 3078 4313
120,2943 2696 4361 4406 4440 3169 3078 4219 2646 1966
121,3470 4440 1966 4331 4389 3078 3077 4361 2646 1958
122,4451 4366 2213 3774 3995 4214 4290 3478 4227 3861
123,2865 1966 4361 4440 2866 2696 2521 4389 4400 2646
124,2511 4400 1918 4396 1909 1960 3419 4328 3483 2831
125,2943 2521 4406 2802 2865 2866 4009 1923 2696 3843
126,4045 4050 4396 4234 1958 2245 4153 1901 1909 4068
127,4219 2646 2943 4361 4308 4362 4384 2865 1966 3088
128,2865 1966 2943 4403 1958 2866 4407 4400 2408 2521
129,1960 4408 4400 2064 4396 4431 2920 4308 4367 3027
130,2865 4366 4219 1966 4532 1951 4361 4308 3844 2943
131,4440 2894 4005 2288 3552 4202 2886 3595 2663 2245
132,4411 4110 3261 2058 3871 2057 2788 2068 2065 2892
133,3265 4308 1958 4234 4366 1910 1901 4331 3088 2249
134,1958 2245 4177 4178 4446 3265 1888 3788 4503 4255
135,2865 4387 2408 1966 2696 4532 1958 2866 3567 4406
136,2865 2866 1966 4509 2288 4005 2696 3567 2943 2894
137,2511 2408 1954 4219 4308 4358 3169 4234 4286 4407
138,2060 3261 3150 2061 3431 4110 4404 3147 3151 2062
139,4219 2646 2943 4308 4532 1958 4446 3265 4234 2511
140,2646 3026 4395 2865 1966 2866 2696 4403 4407 1958
141,1918 1909 4396 1901 3419 4358 1958 4308 1907 1910
142,2865 1966 4406 3844 2696 1958 4532 2521 2408 4361
143,1951 1901 4366 4308 3265 3861 4234 2943 4446 4331
144,4389 2943 4440 4394 2171 3565 4205 4218 2220 3149
145,4362 1901 2698 4234 4009 1923 4308 1899 1909 3265
146,1958 4361 2943 4218 1910 4308 4234 4331 1901 2696
147,1966 2865 3470 3567 2866 4333 4361 2894 2696 3078
148,2865 4406 3844 1966 2696 4361 1958 2521 4532 2831
149,1966 2865 1958 3844 4403 2831 4400 3567 2696 4361
150,4445 4547 2072 1838 3593 3400 3437 1970 4173 2331
151,1966 2865 4403 1958 4400 2408 2831 4407 4361 2521
152,2865 1966 2866 4361 2943 4219 3470 4504 4333 2894
153,1907 1909 1918 3419 4396 3784 4328 3315 1901 4286
154,4286 3436 1909 4396 4234 3209 1901 2924 4407 2408
155,1958 1966 4403 2408 2865 3209 4407 3006 4400 1909
156,2865 1966 2696 2866 1958 2521 4407 2943 4406 4403
157,2865 1966 2866 4400 2894 2521 2696 2288 4005 4389
158,1951 3467 4366 2698 1901 3861 4532 4446 4286 4153
159,2865 1966 2866 2696 4406 2943 3567 1958 3470 4407
160,1958 4234 4010 3419 4308 3265 4331 2065 1910 4520
161,2665 3553 4398 4331 2968 2511 4214 2661 1910 1923
162,2865 1966 2696 2220 3844 4406 3567 2943 2288 3470
163,3265 4234 2916 4308 2245 2918 1951 1899 2244 4446
164,3006 2795 2962 2865 2696 4112 2243 2254 2663 3864
165,1966 4333 3470 2865 3078 4389 2894 4005 2866 4219
166,4362 3467 3419 1918 4009 1923 4308 2698 4234 1901
167,2865 1966 4400 4403 4532 2831 2521 2894 1958 3844
168,1951 4234 2698 1958 4366 4361 4308 4532 4204 4219
169,2865 1966 2943 4532 1958 4406 2521 2866 2831 4400
170,1958 1966 1918 4504 1909 2408 2865 3844 4532 4406
171,4440 2220 2894 2696 4373 4389 2171 2288 4008 2217
172,4361 4219 2646 2521 3077 4384 4339 3078 4308 4532
173,3643 3128 2696 4440 2279 2894 2220 2886 2288 2196
174,1907 1909 1958 3265 2831 4396 4358 4407 1918 4403
175,4451 4447 4214 2698 4290 4227 3314 2405 3469 3478
176,4394 4389 2943 2866 4219 2521 2865 4361 2646 4308
177,1951 1958 1901 3168 4308 2944 4234 2075 4362 4532
178,2698 1951 4366 4320 1901 3861 2232 2902 4319 2911
179,2917 3028 4318 4220 2914 4207 4372 4232 2908 4423
180,4283 4273 4356 2202 4389 2943 2222 3565 2898 1910
181,3565 4389 1910 1909 3843 2802 2521 4396 4532 2944
182,3844 1951 2865 2646 1966 1958 4234 4532 1909 2866
183,2698 1951 2665 3861 4446 4286 4518 4354 2919 2075
184,4406 3844 2865 1966 4400 2696 4532 2831 2521 4361
185,1951 4320 2232 2911 3643 3128 1901 2899 3861 2916
186,2220 2942 3128 4440 3254 2894 4006 4397 2922 2899
187,2831 1966 2865 4532 4403 4406 2943 2521 4366 4400
188,1966 2865 1958 4400 4403 4406 2831 2866 2696 2521
189,1966 2865 4403 2831 1958 4361 4400 4532 4406 2696
190,4204 4517 2095 4006 3580 3844 3579 2171 1951 4339
191,4532 1951 2943 2646 4308 2865 3149 4205 3482 2696
192,1909 1918 3419 1958 4396 4009 1923 2408 2802 3689
193,2408 1958 4403 1966 4532 2865 4407 2831 3209 2521
194,4286 1951 3467 1923 4009 3209 2511 2408 4234 4407
195,3026 4395 4424 2221 3055 3689 4407 2521 2288 4005
196,4387 2865 1958 2943 2408 3400 2049 4532 4406 2521
197,4219 4389 2943 2171 4384 3565 2220 3643 2646 4440
198,1951 1901 2075 4286 4446 4234 3643 2911 4362 3168
199,4406 3844 2865 4361 2696 1966 2037 2408 3169 4531
200,2865 2866 1966 4400 4403 4407 2408 2521 4333 2696
201,1966 4005 2865 2696 2408 1889 3790 3689 3055 1958
202,4219 2646 2943 3127 2802 4396 2521 4308 4389 4205
203,2865 1966 2408 4387 2866 1958 4407 2521 4403 2943
204,1958 4308 4234 3265 3419 4045 4358 1899 4362 1954
205,2866 2943 2865 1966 2696 3078 4331 1951 4406 4394
206,2249 4396 2802 2521 3149 4205 2943 4219 3843 4328
207,2646 3026 2943 4395 4424 4214 1901 3169 4532 4205
208,2408 2865 2521 1966 4406 4407 4361 1958 3209 2943
209,1951 2943 4361 4532 2696 4234 2865 2866 4286 3482
210,4406 4333 4334 1966 3470 3844 2245 2696 3077 4331
211,2865 1966 4406 2943 2866 4361 2408 2696 2521 1958
212,4286 3436 1909 1901 1899 1907 4396 4234 3419 4308
213,4440 3077 3078 4389 4446 2646 2943 1828 2222 3470
214,2865 4395 2866 2288 1966 4005 3567 3026 2521 2831
215,3419 4358 1918 1954 2408 4328 1899 1923 2511 4396
216,2794 4008 2968 2663 2661 2898 2922 3589 2695 4372
217,4460 2698 4214 3478 3483 4366 4451 4227 3314 4219
218,3844 2865 2646 2521 3689 3055 4205 3149 4440 4532
219,1958 4328 1910 1960 2943 4333 4396 4389 1951 1901
220,4440 2220 2894 2279 2288 3254 4005 2696 4389 4008
221,2943 3565 4394 4389 4504 2802 2521 4361 2454 3843
222,4286 1951 4396 1907 2698 1901 3132 4532 3467 4234
223,2943 2646 4389 4387 4205 4396 2802 2521 2962 3565
224,1966 4400 2865 4387 2408 3209 4407 4403 4532 2696
225,2910 3169 4309 3747 2323 3016 3595 2217 2917 3055
226,4015 2908 2217 4055 2911 2156 3234 2910 4017 3536
227,3436 1909 4286 1901 3419 4396 1899 1907 4234 3209
228,2865 1966 3844 4406 2696 4532 2408 4400 2831 4361
229,1966 1958 2865 2696 4504 3470 4333 4403 3209 4532
230,1966 2865 4361 4333 4504 2866 2696 4403 1958 4406
231,3436 3209 4234 4286 4532 4407 1951 4396 3579 3419
232,2865 1966 4387 1958 4532 2408 2521 3168 2696 2802
233,4532 1951 3643 3128 3482 2942 1901 2646 3536 4204
234,4219 4396 1910 2943 2802 4331 4504 4387 2249 3149
235,2865 1966 3567 3844 2408 4532 2866 4406 2521 1958
236,1966 2865 2521 2802 4532 3132 4403 2831 4400 1958
237,4396 3265 1901 3483 1918 1909 1958 4057 4344 4245
238,1918 1909 4328 1901 1958 4286 4396 1907 4446 3265
239,2910 2917 2912 2914 4232 2909 4414 2253 2937 2254
240,1901 3436 4286 1951 1909 4396 3265 4234 1907 4308
241,1909 4286 1951 1907 3436 4308 1901 4396 1899 4234
242,4362 1901 4234 1899 4308 4009 1923 4396 3265 2408
243,3844 4406 3972 4389 3026 4440 1836 4361 2886 2221
244,1951 4234 3132 3643 2944 4320 4388 4532 3128 3265
245,2865 1966 3567 3844 2696 4532 2049 2408 2521 1958
246,1966 2865 4400 2943 4532 2831 4403 4406 2521 2866
247,2865 3567 2521 4509 2943 4361 4446 2037 2866 1966
248,3552 2663 2968 2254 2794 2253 2695 4005 2661 4008
249,3567 4509 1966 3470 2865 2866 3078 3077 1776 4361
250,1951 4308 3128 3861 2911 3643 4319 2902 2232 4214
251,2865 1966 4406 4407 3844 2696 4403 2943 4532 3209
252,3254 4440 2894 2696 2220 3128 2886 2288 4005 3469
253,4329 4234 1899 4308 3419 3265 1918 4396 4446 4045
254,1951 3843 2944 3861 1901 3168 4532 4319 2665 2232
255,4009 2521 1918 1923 1910 2511 4396 3843 2944 1958
256,1966 2865 3844 4403 4532 2521 2831 4400 1958 4407
257,4369 4296 4249 4314 4256 4523 4430 4267 4186 3860
258,4234 4308 4446 4362 2665 4331 3561 3265 1910 1899
259,2865 1966 4400 2831 4403 2521 4406 4532 2866 4407
260,1951 3467 4234 4366 4111 4367 4532 2646 3861 4204
261,2865 1966 2408 4407 3209 4400 2521 1958 3844 2696
262,1951 4286 4532 2698 4234 4396 4214 2943 2646 4308
263,3858 4530 4518 4162 3315 4510 3254 3593 4243 4382
264,3169 4324 4254 4309 3016 2214 3750 2928 4220 2521
265,2865 1966 2408 4387 2866 3567 4406 1958 2521 2049
266,4451 4214 2698 4366 4290 4227 4209 4445 1951 4447
267,1966 4400 1958 2865 4403 2831 2943 4532 4387 3209
268,1958 4234 3265 4308 2665 4362 1899 4358 4532 4446
269,4451 4366 2698 4214 3995 4308 4111 4243 3862 3006
270,1951 2646 4204 4218 4234 4006 4366 2698 4320 4389
271,4234 4396 1907 1923 4009 1909 3419 4446 4329 3265
272,2865 1966 3844 4406 2521 1958 2696 2802 2408 2866
273,1951 3467 4366 4286 4532 4234 3861 2665 2075 1901
274,1918 3265 4396 4308 1958 1901 4328 1909 2408 2248
275,2646 4233 2866 4219 4308 3077 2865 3844 2943 4389
276,2865 1966 4406 2866 3169 2943 3844 4532 4387 4333
277,4451 4214 2698 3483 4008 2891 2405 2942 1901 4438
278,4286 4396 2462 3209 1907 1909 3436 1901 1954 4407
279,4286 4396 3419 3209 3436 1909 1907 4328 2511 2408
280,4358 4009 3209 4254 4329 1923 1846 4324 4440 2511
281,4396 2943 1918 4008 3595 2221 4440 4205 2058 3149
282,4219 4361 4400 1966 4308 2646 2865 3844 4384 4358
283,4328 2245 2921 3853 3863 3788 3265 1888 4446 1958
284,2217 4008 3595 2794 2968 2896 2663 4287 2661 2942
285,4362 2665 4308 2698 1907 4366 3467 1951 1901 4214
286,1907 1909 4308 3419 1918 4234 2068 1899 3871 4446
287,2295 3734 3591 3593 4375 2155 4355 4228 4224 4138
288,4397 2962 1901 3400 2232 3265 3009 2690 2895 3128
289,1910 4308 4009 1923 1960 3132 4396 4331 3689 3843
290,4219 1951 4308 4234 2646 4050 4204 4045 2698 4153
291,2408 2865 1966 2521 2802 4407 2943 4406 2866 4403
292,1966 2865 4400 3844 4406 3168 4532 1958 2696 2943
293,4219 2646 4389 2943 4414 2202 3565 3564 4440 4331
294,1966 3026 2865 2646 2408 2866 4387 4407 1958 3563
295,4400 1966 2865 4532 3844 1958 4406 4387 2521 2408
296,4308 4214 2943 3128 2665 3643 2696 2646 4331 3265
297,4308 1958 4331 2646 1910 4234 3265 3088 4446 1899
298,4406 3844 2865 2696 1966 4400 2886 2894 2037 2943
299,2943 4406 3169 2037 3055 3689 2696 3470 4361 2220
300,4408 1960 4308 4358 3265 4234 1910 1958 4396 3419
301,2865 2943 1966 4406 2521 2696 1958 4361 3844 2408
302,4134 4354 2217 4112 2156 2155 2942 4374 4016 4008
303,3436 4286 1909 1901 4234 3467 1918 4396 1907 4328
304,4219 3015 4301 4456 4373 3467 2220 4235 4276 4218
305,1901 4362 3265 4308 4234 1951 2795 3747 2323 2891
306,1899 1923 4009 1918 2408 4328 4234 4396 4219 1909
307,3784 2922 4134 2663 3051 2942 2968 4307 4008 4287
308,1951 4286 4234 3861 3419 1899 2408 1923 2665 4009
309,2220 4440 3588 3128 3643 2894 2288 4337 4005 2795
310,1951 1901 4009 4532 3088 3482 3128 3643 3009 4396
311,2865 1966 3844 2696 2866 4400 2408 3567 2886 2521
312,1901 3265 4362 1958 4396 4308 2245 3088 1910 2249
313,4045 4308 4532 1951 3467 1901 4234 3265 4050 1958
314,1899 4308 1901 4362 4396 3265 1918 4286 2221 1828
315,1951 4319 1901 3861 4320 3643 2232 3128 3265 2902
316,1966 4400 2943 2831 1958 2865 2408 1918 4358 4396
317,1918 1909 4286 4308 1907 1901 4328 1958 3419 1899
318,2865 4387 1966 3567 4532 2408 1958 2943 2866 4504
319,4234 1958 4532 4308 3265 1923 1910 4009 4446 2665
320,4233 4361 4333 4219 2521 1966 2865 4406 2037 4312
321,4286 4396 3419 3209 4407 2511 2408 1909 3436 4328
322,1960 1901 1918 2831 1909 2944 3843 3088 2521 2511
323,2894 2865 2886 2288 1966 4400 2696 4005 2831 2866
324,1966 2865 1958 2521 2831 2408 4406 3168 4403 2696
325,4400 2865 1966 2894 2831 2288 2943 2866 2249 2521
326,3436 4396 1907 4286 4234 1909 1951 2068 1899 4446
327,4361 2646 2943 4219 2521 4233 4308 3169 4331 1909
328,4358 1910 4197 4513 4330 4308 4009 1923 4426 4234
329,1966 3470 2646 4532 4406 4403 1958 2943 2696 2865
330,1951 3467 4234 1901 2911 4286 1958 4308 2698 2665
331,4440 3077 2646 4384 3078 4308 2696 4389 2943 2220
332,4214 2698 2665 1951 4366 4290 4308 3478 4227 4451
333,1951 3861 2902 2232 4320 4308 3128 4319 2911 4331
334,4214 2698 2665 2865 1966 4532 4451 4308 2521 2696
335,1899 1951 1901 3643 4532 3128 4009 1923 4286 3168
336,3265 3853 3863 1958 2245 4446 4396 4328 2921 3088
337,2943 4406 1958 1910 3149 2521 4205 4389 4358 2511
338,1951 4366 4234 1923 4009 1910 4308 4286 4362 1901
339,1951 2698 4214 4366 4234 4446 4286 4290 2665 4308
340,4224 3863 3853 2245 2953 4375 2238 2928 2863 3993
341,2865 2408 4387 1966 1958 2521 2866 2049 4403 4407
342,4050 4045 4153 4530 4518 4162 4204 3781 3315 4046
343,2865 4219 3844 1966 4389 4532 4409 2521 2943 2646
344,2943 4532 2646 4446 4234 4389 1958 4308 3149 4205
345,4333 1966 4361 4389 4219 2521 2865 2646 3470 4331
346,4445 2157 3009 4510 2670 4291 4307 3008 3168 2150
347,1966 1958 2865 4403 4333 2696 2521 4532 2866 4407
348,3149 2064 4205 1958 2646 2521 4331 2802 4009 4440
349,4389 2943 3565 4361 4394 4233 2221 4135 4136 2866
350,2865 1966 4508 4509 3844 2696 3567 4406 2288 2866
351,1966 2865 4387 4532 2831 4400 2943 3844 2696 2866
352,4214 2698 4532 2665 4366 4308 4403 3209 4333 4407
353,4110 2062 3261 4411 3147 2857 4109 2061 3431 2060
354,1899 1901 4308 1910 3265 4331 3419 4396 4446 4214
355,2865 2962 3567 1966 4397 3400 2866 2049 2408 1958
356,1958 4234 4308 3265 2665 4362 4358 1954 1899 4532
357,4219 4234 2646 4358 2408 1951 2962 4366 3419 4308
358,3844 1958 1966 2696 4234 2865 4532 4308 1923 4361
359,1966 2865 2866 4400 4532 2831 1958 2408 4403 2521
360,2245 3265 1910 4446 4234 1951 4308 1901 4320 4334
361,1918 2665 4328 3553 1909 4398 4396 2857 4109 4523
362,2943 2696 2244 2865 1966 4406 2220 4045 4225 4308
363,2865 1966 3844 2696 4509 4406 4508 3567 2288 2866
364,4328 3419 1909 4396 1907 1918 1901 4308 4286 1899
365,2415 3595 4299 4248 4008 2661 2217 4163 2895 2663
366,1966 2865 4400 4406 3844 4361 2408 2831 2521 2943
367,3470 4440 3077 3078 4313 4384 4202 2915 2696 2894
368,4308 1910 4366 4234 3006 1951 2698 4331 1899 4286
369,4234 2921 1958 3863 3853 4328 4308 4362 1899 4045
370,1951 4234 2646 2698 4532 4446 4308 4522 4512 4204
371,2661 2243 3643 3128 4005 2795 3265 4008 2663 3483
372,1958 3419 4009 1923 1918 1909 4400 1954 2408 3088
373,4234 4532 1958 4331 4446 1910 3265 3561 4362 2511
374,4532 1966 1958 2943 4387 4446 4219 4403 2865 4308
375,1951 4532 4153 4050 4446 2865 4381 1966 2698 4218
376,2865 1966 3844 4406 2696 2831 2521 3209 3567 1958
377,4219 1951 2646 4218 3564 4532 2037 4276 4204 2831
378,3265 1958 4308 2665 3467 4234 4362 4331 1910 4396
379,2865 4389 4440 4406 2696 2037 1918 3565 4332 2220
380,1966 2865 4403 2408 4361 2831 4407 4387 4400 2696
381,4400 1966 2865 3567 4361 3844 4532 4406 2521 2037
382,4286 3419 4328 2511 1907 4009 4396 1909 2408 4446
383,4370 4242 4551 2928 2917 4134 4420 4348 2202 4167
384,4446 4334 4333 4331 4046 2646 4133 1958 1910 3467
385,1951 3467 4319 3861 1901 4234 3643 4532 2220 4204
386,3470 3078 2865 1966 3567 2696 2894 2866 2288 3400
387,1951 2944 3168 3132 4234 1901 4446 4286 4532 1958
388,2943 4389 3565 4509 4361 2037 2865 2521 4219 2646
389,1951 4234 2698 1958 4214 4532 4308 4204 4218 4045
390,2910 4177 4178 4318 4401 4220 2908 4231 2105 4240
391,4234 4358 4308 4045 2698 1954 2462 2511 3209 2408
392,4234 1899 4308 3419 4358 1958 3467 4362 2665 3265
393,4219 3643 3128 3565 2943 4234 4394 3564 4440 4308
394,1951 3467 1901 3436 4286 4366 4362 4234 1918 1958
395,2220 4337 4276 3128 4373 3643 2095 4006 2942 2279
396,4205 3149 3007 2244 2058 3026 2943 2238 2252 2866
397,1951 1958 1923 4009 3132 3006 3088 2408 4308 4234
398,3992 4526 4454 1842 4523 3870 4528 4524 2674 1825
399,2865 2866 1966 2696 2943 4406 2288 2408 4389 2894
400,4395 2646 3026 4424 2064 4440 4214 4389 4331 4407
401,1966 4400 2865 2408 4387 2521 4403 2943 4532 2802
402,4214 4227 4451 4290 2698 4447 3995 2208 2151 4183
403,2865 2696 3844 1966 4406 2866 3470 2288 3567 3078
404,1966 2865 4400 3844 4406 3567 2696 3470 4509 2831
405,4396 1918 4286 1901 3265 2511 1899 4009 2943 2408
406,2865 1966 4387 2408 4403 2521 4400 4407 2831 2943
407,3436 4234 1899 4286 4396 1901 3265 4111 4308 1909
408,4406 1958 1966 3844 4308 2646 4532 4234 2865 2696
409,1901 1918 1909 4286 1899 3419 1958 4396 1907 4234
410,3844 4009 1923 4532 4219 4403 4308 4358 2802 4366
411,4387 2943 4403 4308 3007 3149 2408 3088 4332 4400
412,3026 2646 4395 4424 4331 4214 2521 4219 2802 1958
413,3169 1958 2044 3419 4333 4396 3265 3889 1910 2717
414,2916 3536 2661 1888 4372 2968 2252 3128 3265 3643
415,4502 4503 4446 4501 4234 1958 3265 2831 4308 2245
416,1966 2865 2521 2408 1958 4403 2802 4406 4361 2866
417,2061 4110 3147 2062 3431 4411 3260 4214 4451 3007
418,4328 1909 1918 3419 2075 2924 4219 1951 4504 4396
419,3078 2866 3470 4406 1966 2865 2696 2894 4333 4407
420,1966 4406 4333 2646 3470 3077 3078 3169 4440 4384
421,2865 1966 4532 2866 1958 4387 2521 2943 4406 2831
422,1958 4308 4362 1918 4396 1923 4009 3088 2511 1954
423,2962 2865 4219 4407 2866 4406 1966 2646 4397 2521
424,1966 4406 3844 1958 2865 4440 4400 4361 3009 2696
425,2943 1901 4396 2696 2865 3265 4331 2866 4361 1958
426,2962 2865 4397 1958 4406 4219 2943 3132 2408 4407
427,1951 3861 4234 4286 3168 1958 2911 3088 4308 4532
428,4234 4308 4362 2665 1899 2698 4331 3561 2646 3467
429,1951 3436 1901 3467 4286 1909 1907 4396 3861 4234
430,1966 2865 4387 1958 4400 2866 4403 4361 2521 4532
431,3844 2865 4406 2696 1966 3567 2037 2831 4532 2521
432,1951 2943 4308 4214 3132 3861 1909 4361 2865 2646
433,1951 1909 4219 2865 4009 2408 1923 2646 1966 4361
434,1958 3419 4009 1923 4400 2511 4362 1960 4387 4396
435,3844 4406 1966 2865 4219 4366 3149 2943 2521 2696
436,1960 4408 4308 4400 4387 1910 4532 4328 4009 4396
437,2865 1966 3844 3567 2866 2696 2521 2962 4406 4532
