query_id,answer
49,4408 1960 4234 4308 2964 4502 4219 4358 4367 1909
50,1951 4360 3467 4458 4045 4208 3743 4328 4234 4321
51,4395 4219 4214 4424 2646 4389 3026 4235 2944 2521
52,4219 4214 4395 2646 4424 2943 2681 4198 4454 4350
53,4361 4219 4389 2511 4234 4408 3055 4358 4308 4286
54,4424 4395 4209 4232 3478 2665 4010 4521 4178 4225
55,1951 4532 4320 4436 3128 4321 4214 3467 4387 4256
56,3209 2408 4045 4396 4403 4338 4358 4046 3056 4308
57,4220 4367 3028 4364 4423 2908 4431 2937 4372 4496
58,4219 2646 4440 4384 4313 4308 3077 4361 3056 1966
59,2865 4219 1966 4406 3844 4384 4308 2696 2521 2646
60,2865 1966 2646 4308 4400 4407 2866 4403 2408 4219
61,4219 2646 4313 4308 2943 2171 4440 4396 4384 4361
62,2865 2964 4384 4308 4219 4504 1966 4234 4408 4400
63,1966 4387 4234 4408 2238 4400 4403 4503 4361 4308
64,1918 1909 4234 4396 4328 4286 4408 1907 1901 2462
65,2217 2795 4008 2942 3777 4248 2896 4371 3128 2663
66,4266 4269 4316 4436 4276 3779 4307 4287 4321 3481
67,4440 4313 4384 4219 2171 3470 4274 4218 2150 3077
68,2661 2663 4008 3595 4243 4385 2221 2942 2171 2202
69,2646 1966 4384 2865 4219 4331 4308 4400 4234 4361
70,4396 4328 4308 4234 1958 3436 1909 3467 4045 4286
71,4219 4204 2943 4384 3265 4010 4234 4396 4050 4440
72,4234 2698 2196 4433 4153 1951 4362 4050 4214 3467
73,4440 2220 4371 4316 2968 2663 4375 2191 4436 2037
74,2865 1966 4400 4219 4308 2646 3844 4384 4406 4408
75,4361 4010 4219 4408 4234 2964 4406 1966 2943 4308
76,1901 4308 4362 4454 4396 4435 4356 3265 2196 1918
77,4396 1918 4400 1960 4362 4308 3088 4408 1901 4387
78,4045 4433 4249 4435 1909 1910 4328 4325 4250 4220
79,2865 1966 4219 3844 4384 4406 4308 2646 2521 2696
80,4220 4319 2962 4269 2232 2902 3861 4354 4266 2405
81,2696 4408 2866 2865 2646 1966 4406 4384 4308 3470
82,2964 4308 4234 1960 2831 4400 4408 4532 4403 4396
83,4234 1909 4361 4532 1951 1958 4396 4219 4338 2698
84,4234 4367 4400 4308 4362 2962 2865 4406 2646 2690
85,2962 2646 2802 4290 2944 4243 4234 4400 4111 2924
86,1951 4436 3467 4321 4320 4361 4308 4366 4319 4234
87,4234 4406 4361 4360 4308 2943 4331 2646 3844 4531
88,1951 4234 4328 4360 4208 3743 4286 4218 4321 1909
89,1951 3467 4532 4214 4360 4321 4436 4320 3743 4234
90,2865 4219 1966 2696 4508 4408 4384 4509 3844 2646
91,1901 4308 2943 4396 4387 1923 4009 4356 3009 4205
92,4234 4362 2698 4328 4214 4532 4431 1951 4367 4309
93,4219 2865 4504 4387 4384 2646 1958 4285 4400 4257
94,3147 4404 2060 4411 3260 2062 2061 4110 4419 4338
95,4328 1951 4308 4436 4532 4431 4321 3467 1907 4286
96,1958 4389 4387 4302 4400 2831 4384 2944 4403 4331
97,1966 4403 2408 4234 2865 2646 4219 3056 1958 4407
98,4234 4045 1951 4321 3128 4436 4360 4320 4050 4362
99,1958 4389 1966 4234 4408 4219 4361 4504 4440 4400
100,3436 4396 4234 4328 4286 4308 1901 1951 4408 3467
101,2865 1966 2646 4308 2943 4389 4400 2944 2521 4234
102,4451 3995 3150 2698 4214 4235 3437 4404 4361 4294
103,4219 2943 2646 4361 4408 4257 4384 2043 4308 4394
104,2865 4389 1966 2646 4219 4440 4257 2866 2696 2521
105,2646 4219 4384 4440 4313 3077 4308 4214 4395 4234
106,4219 2646 4408 4308 4322 4234 4384 4361 2521 4331
107,1918 4234 1909 4290 4227 4302 4286 4328 1907 4409
108,4308 1951 2646 4328 3055 4361 4219 4433 4234 3861
109,4360 4361 4234 4308 1966 4406 2943 4010 4384 2646
110,4308 4219 4408 2646 4502 2521 4234 2865 4322 4010
111,4361 2646 4531 4219 4303 4308 4233 4257 3127 4285
112,4389 2203 1966 2696 4440 2171 2646 4361 3078 2943
113,3265 4050 4009 4133 4153 4045 4446 4396 4046 3088
114,4395 4219 4389 4214 3026 4384 4005 4409 2646 4424
115,4424 4395 4454 4356 4526 4435 2949 4262 4264 4523
116,4219 4308 2646 2943 4257 4389 4361 4440 2521 4531
117,4243 1909 1901 4396 4354 4367 4308 4286 1918 1899
118,4384 4440 4219 2646 4389 4361 4257 2943 4313 3078
119,2646 4384 1966 3077 4234 4219 4313 4308 4361 4440
120,4219 4440 4406 4384 3470 4361 4257 2696 4371 4454
121,4440 4389 4219 4313 2646 2943 4218 4384 3078 4408
122,4451 4366 4243 4290 4227 2213 3774 3995 4534 2450
123,2865 2646 4440 1966 4308 2696 4219 4361 4400 2521
124,1909 4328 4400 4408 1954 4234 4387 1918 3209 4361
125,4219 4389 4440 2943 4308 2521 4257 4361 4408 2944
126,4328 4234 4050 3436 4045 4153 4308 4367 4431 4396
127,4384 4219 3470 4308 4361 2943 4234 2646 2865 1966
128,1966 2865 2646 4384 4308 2943 4389 4400 4219 4361
129,1960 4408 4308 4400 2064 2962 2964 4367 4403 2831
130,4234 4205 2865 1966 4361 4366 2521 1951 4219 2964
131,2171 2894 4202 4440 2220 3853 4005 2895 2915 2288
132,4411 2060 4205 4110 2062 2913 2890 3150 3261 2057
133,3265 4308 2249 2964 4331 4234 1910 4433 4435 4050
134,4328 4366 1909 4220 4234 4308 4520 4227 2295 4153
135,2865 4219 4387 4285 2646 4504 1958 4257 4308 4532
136,2865 3470 1966 2866 4384 4219 2696 2288 4509 4005
137,4403 1954 4408 2511 2408 4219 4362 1909 4358 4308
138,2060 3261 2061 4205 4404 3150 3431 3149 4110 3151
139,4219 2943 2646 4308 4532 4396 4384 4234 4408 2964
140,4395 4219 4214 2646 4424 4389 4440 3026 2865 2944
141,1918 1909 4234 4328 4358 1907 4408 4045 3419 4400
142,2865 4219 1966 4384 3844 4406 2696 2646 4308 2521
143,4321 1951 1901 4436 4308 4366 4320 4360 2232 4361
144,4389 4384 2943 4440 4361 4308 2171 4219 4257 4394
145,4362 1901 2698 4234 4050 4045 4308 1918 4153 2462
146,4361 4320 2802 1958 2943 4308 4286 4234 3088 3007
147,1966 3470 4219 4440 2865 2646 2171 3078 4375 4361
148,2865 4406 3844 4219 4384 2646 1966 4308 2696 2521
149,1966 2865 4400 4219 2646 4308 4384 1958 4234 2831
150,4445 2029 2898 4229 4422 2038 4138 4506 4291 3400
151,1966 2646 4400 2865 4219 4308 4234 4361 4403 4384
152,2865 4219 1966 4440 4361 2943 3078 4509 2866 3470
153,1907 1909 4396 4308 4307 4328 4234 4361 3419 4243
154,1907 4328 4396 4234 4286 3436 4308 1909 4362 3209
155,4234 3209 1958 4400 4308 4403 2408 2865 2831 4387
156,2865 4408 4361 1966 4308 4400 4205 2646 2696 2944
157,2865 4384 4219 4308 1966 2866 4400 4440 2646 4371
158,1951 4321 4436 4320 4366 4362 2698 1901 3743 4328
159,2865 4384 2646 1966 4408 2696 3078 2866 4219 3470
160,1909 1958 4328 4346 4208 4234 4290 4329 2964 4396
161,2665 4214 3553 4398 1923 4269 2698 2695 4331 4234
162,2865 1966 4219 4408 2696 3844 4234 4384 3567 4082
163,4050 4045 2916 4153 4111 2949 4234 2918 4433 4362
164,4234 4400 4367 4308 3006 4407 4384 2646 2795 4361
165,2171 1966 4440 4219 3078 4313 4310 2865 4375 4333
166,4234 4362 4045 4433 1918 2196 3467 1954 2698 4153
167,2865 1966 4400 4384 4219 4234 4308 2964 2646 2521
168,1951 4234 4361 2698 3088 4366 4045 4331 2944 2646
169,2865 1966 4308 2646 4408 4234 4361 2964 4406 4400
170,1958 1966 4361 4234 4504 4406 2962 2865 3844 4384
171,2171 4375 4440 2696 4371 2220 2894 3863 3853 4313
172,4219 4361 2646 4384 4308 4389 4232 2521 4440 1966
173,3643 3128 2696 2894 4440 2279 2886 2220 4379 2171
174,1907 4396 1909 4400 4361 4308 2964 2831 4532 3209
175,4451 4447 2698 4214 4220 4436 4269 4290 4227 3469
176,4219 4394 4361 4257 2943 2521 4440 4331 2646 4389
177,3467 1951 4321 4436 4320 1958 3128 4362 4319 4308
178,4320 2698 4436 4321 1951 4319 4214 4366 2232 3861
179,4364 4423 4220 4372 2917 4318 3028 4436 4321 4247
180,3565 2943 2202 4440 4308 2646 4219 4389 4384 4356
181,4285 3565 4018 4440 4219 4384 4386 4408 4257 4389
182,4531 4303 2865 1951 4219 4361 4440 2646 4285 4257
183,4153 4286 4328 4209 3467 4050 4045 4133 4458 4436
184,3844 4406 1966 2865 2646 4400 2696 4308 4384 4219
185,4320 1951 2232 3128 3469 4436 4321 2902 4214 4371
186,4371 2942 4409 4375 4302 4440 3254 4319 2670 2968
187,2831 4400 2865 1966 4532 4408 4308 4234 2646 2964
188,1966 4400 2865 4308 4234 4361 4219 3844 4408 4503
189,1966 2865 4234 4400 4219 4384 4387 4408 4403 2802
190,4204 4243 4516 2095 4517 4208 2068 3580 4006 3844
191,4532 4205 4406 4361 4208 4360 3149 4045 4050 4234
192,1909 4286 3419 4396 1918 4387 4504 4403 4407 1958
193,4403 2408 4407 3056 4532 1958 1966 2865 4219 2646
194,4328 4286 4396 1907 4234 1951 3467 4362 4532 4408
195,4219 4395 4214 3026 4389 4424 2105 1868 2646 2521
196,2865 1958 4387 4308 4504 4389 4517 2646 4219 4257
197,4384 4361 4257 4219 4308 4389 2171 4440 2865 2943
198,4321 3128 4436 1951 4320 4319 4532 1901 3856 4301
199,4406 3844 2865 4531 4234 4361 2696 2646 1966 4257
200,4234 4308 2865 4440 2646 2866 4219 4408 3056 4400
201,2203 3932 2204 1958 2696 4371 2944 4387 3056 2865
202,4308 4219 2943 2646 4389 4257 4440 3127 4361 4396
203,2865 1966 4219 2646 4504 2866 4384 1958 4285 4389
204,4234 1958 4045 4308 1909 2964 4362 3265 4328 4433
205,2943 2865 4331 2521 4234 2696 4205 2944 2646 1966
206,2249 4328 4308 4361 4396 2802 4354 4408 4234 4111
207,4219 4395 4214 2646 4424 3026 2943 1899 4350 4389
208,4458 3209 2865 4387 4384 4504 4234 2521 2944 4308
209,1951 4331 2943 4361 4205 3128 4234 2866 4408 4308
210,4406 4361 4333 4384 4331 4389 1951 2171 4440 3844
211,2865 2646 4406 4257 4219 1966 4384 4389 4440 3844
212,4286 4396 4328 1907 4234 3436 4308 2949 4354 4367
213,4440 4384 4219 4386 3565 2646 4283 4273 2943 4313
214,4395 4214 4219 2646 2696 4384 4389 4005 2288 4184
215,4328 4234 4400 4408 4358 1909 3419 4403 1918 4396
216,2663 4332 2794 4008 2661 2695 2693 4266 2948 2968
217,4366 2698 4308 4214 4460 4451 4219 4220 4354 4400
218,4406 4440 3844 4389 4219 4361 4285 4322 4517 3149
219,4331 4219 4257 4308 4328 1958 4440 2943 1960 4389
220,2171 2220 4440 4371 2894 2663 3863 2279 4243 4375
221,3565 2943 4219 4389 4440 4285 4257 4308 4018 4408
222,1907 4396 4328 1909 4286 4532 4010 4322 2962 1951
223,4257 2943 4361 4219 4308 4440 4384 4389 4285 4205
224,4400 1966 4408 2964 4532 4234 4308 2865 2831 4387
225,2910 2908 4372 4371 4309 4361 4220 4307 4406 3777
226,2156 3777 2217 4015 2908 4372 2942 4371 2911 3536
227,1907 4328 4396 3436 1909 4234 4286 4308 1901 4362
228,2865 2646 3844 1966 4406 2696 4400 4308 4384 4219
229,1958 4308 1966 4389 2865 2646 4219 2696 4234 4384
230,1966 2646 4219 2865 4400 3056 4308 4302 4361 4384
231,4396 4234 4328 4362 4286 3467 4358 1907 3088 4407
232,2865 1966 4387 4219 2646 4308 4408 4532 1958 2408
233,4532 3643 4361 3128 2220 2942 4050 2943 3482 2923
234,4308 4354 4234 4361 4396 1910 4331 4219 4111 4440
235,2865 1966 4219 4308 2646 3567 4509 4384 1958 4532
236,1966 2865 4400 4308 2802 2646 2521 4387 4361 4406
237,3265 4396 2043 4356 4308 4516 1918 4517 2690 1909
238,4328 1918 1909 1901 4396 1958 4234 4308 4446 1907
239,4266 4363 4429 4220 4423 2917 4347 2914 2898 4364
240,1901 4328 4408 1907 4396 3436 4286 4308 1899 3265
241,4234 1909 4396 4328 1907 4286 1951 3419 4308 1901
242,4362 4387 4249 4296 4328 4234 4388 4354 4396 4308
243,3844 4406 4361 4257 4234 4082 3972 4440 3011 1868
244,4532 4362 4320 4308 4321 3467 4436 4218 4249 1958
245,2865 4384 4219 1966 4387 4509 4508 2521 3567 4504
246,1966 2865 4400 4308 4234 2646 4219 4286 4408 4503
247,2646 2865 4509 3567 2943 2521 4361 2944 2037 4219
248,2913 2202 2221 2663 2171 2695 3740 2968 4314 4159
249,4219 3567 2696 3077 3470 1966 4440 3078 4509 2865
250,1951 4320 2232 3128 4436 1901 4321 4319 2902 2964
251,2865 4361 4308 1966 1958 4219 4389 2866 4408 2696
252,2171 3254 2894 4371 4440 2696 2220 2887 2886 3993
253,4396 1909 4308 4433 4329 4328 3746 1899 2324 4435
254,1951 4319 3843 4436 2944 2232 4361 3168 4321 4367
255,2521 2944 3843 1918 4396 1909 4308 3055 3168 2511
256,1966 2865 4308 4400 4219 2646 2521 3844 4384 2802
257,4220 4369 4296 4249 4339 4256 4207 4523 4526 4266
258,4234 2964 4308 4362 4153 2665 3265 4050 4360 4331
259,2865 4308 1966 4384 4219 4400 2964 4403 2521 4234
260,1951 3467 4436 4045 4321 4320 4234 4361 4360 4218
261,2865 4400 4408 1966 2408 4407 3209 4406 1958 4219
262,1951 4408 4361 4234 2962 4396 4436 4286 2943 4400
263,4243 4530 4518 3856 3858 4162 4399 4291 4263 3783
264,4523 4309 4520 2037 4254 4324 2214 3750 4322 4377
265,2865 1966 4219 2866 2646 4504 4389 4285 4387 4384
266,4451 4214 2698 4366 3995 4209 4243 4290 4227 4460
267,1966 2865 4400 4361 1958 4403 4308 4408 2831 2964
268,2196 1958 3265 4433 4396 4308 4234 2964 1909 4045
269,2698 4214 4366 4451 4308 3995 4424 4395 4209 4290
270,4384 1951 4204 4361 2646 4234 4321 4218 4320 4045
271,4328 4396 1907 4234 1909 4286 1958 4386 4243 4408
272,2865 4219 1966 4384 4308 2646 2521 4400 4406 3844
273,1951 3467 4532 4321 4436 4320 4308 4366 4322 3861
274,3265 4396 4308 4328 4356 4435 1958 1901 4338 4388
275,2646 4234 4219 4361 4233 4308 4384 2943 2866 4440
276,2865 4219 4384 1966 4406 2646 4308 2866 2521 4504
277,4451 2698 4301 4214 4460 3483 2891 4235 4227 4008
278,4328 4396 1907 4286 4234 2462 1909 4408 1954 4362
279,1907 4328 4286 4234 4396 1909 4126 3419 3467 3209
280,1923 2661 4358 4009 4327 3078 4408 3209 4324 4254
281,2943 4361 2221 1918 3149 3595 3786 4389 3056 4307
282,4219 4308 2646 4502 4504 4408 4234 4361 1966 4384
283,4396 4328 4375 2245 4356 2196 3788 4446 4433 1888
284,2217 4008 2661 3595 4356 4354 2896 2663 4435 2968
285,4308 4243 4214 3467 3995 4362 2698 4361 2831 4407
286,1909 4328 4396 1918 4227 4308 2924 2068 4433 4361
287,4224 4314 4256 4126 3744 4292 4360 2295 3734 4430
288,4397 2962 4219 4290 4287 2663 4227 4387 4266 2898
289,4361 4331 4234 2943 4502 1960 3843 3055 3132 3056
290,4234 4153 4204 4219 4050 1951 4362 4045 4308 4354
291,2408 4389 2944 2521 1966 4440 3056 4400 4219 2943
292,1966 2865 2646 4361 4400 4384 4389 4219 2831 2962
293,3565 4384 2943 4219 2646 4440 4389 2202 4257 4233
294,4395 4219 4389 2646 4214 4424 2865 1966 3026 4504
295,4400 1966 2865 4384 4219 2964 4308 4234 4408 4403
296,2698 1951 2962 4308 3863 4214 1901 4321 4436 4320
297,4308 4396 2964 4331 4435 4356 3265 1910 4358 2196
298,3844 4406 2865 2696 1966 2964 4440 4234 2886 4400
299,2943 4361 4384 4289 4406 2037 4419 4257 3078 4262
300,4308 4234 4408 1960 4396 4009 4496 4111 2324 1923
301,4440 2865 2646 2943 4234 4219 2521 4361 1966 4308
302,4371 4266 4134 2155 4112 2156 4202 4374 4276 4354
303,4396 4234 4328 4286 1909 1901 1907 3467 1918 4532
304,4219 2646 4408 4456 3015 4381 4235 3467 4373 4301
305,1901 3265 4362 4050 4227 4153 4234 2949 4308 2698
306,4328 4234 4358 4396 4009 1923 4408 1899 4219 4361
307,3784 4354 4307 4321 2172 4266 4239 3051 4113 4243
308,4328 1951 4286 4301 4532 4234 3743 4360 3467 2962
309,2171 4440 2220 3588 2150 2663 4437 4355 4243 4379
310,1901 4387 4256 4361 4314 3088 4045 4356 3743 4251
311,2865 1966 2646 4219 4384 4406 4408 2521 4234 2696
312,4356 3265 4435 1901 4362 4396 4308 4234 4045 2196
313,4204 4050 4362 4234 4045 4308 4153 4219 3582 2949
314,4308 4234 4396 1899 4050 4362 1901 4153 4328 4045
315,4319 1951 4320 4436 4321 3128 4308 2075 2232 3483
316,1966 4387 4308 4400 2964 2943 1958 2831 2511 4234
317,1918 1909 4234 4308 1907 4328 4045 1901 4286 1958
318,2865 4387 4384 1966 4504 4219 2646 1958 4308 4389
319,4234 1958 3743 4208 4362 4406 3265 4360 4328 4045
320,4361 2646 4384 4333 4233 4219 2037 4331 4531 2944
321,1907 4328 4396 4234 4286 4362 1909 3209 3419 3467
322,1909 4408 1960 1907 1918 4532 4387 3843 4400 2962
323,2894 2288 2865 1966 2886 4005 2696 4375 4308 4219
324,2865 1966 2646 2802 4308 2521 1958 4219 4400 2831
325,4400 2964 2865 4308 4285 4234 2962 1966 4516 4440
326,1907 4328 4396 4286 3436 4234 4308 4218 4304 4362
327,2646 4361 3843 2944 4257 2943 2521 4219 4331 4234
328,4408 4197 2663 3051 4234 4358 4331 1910 1923 4513
329,1966 4408 2964 2696 4532 3470 4308 4361 2943 3078
330,1951 4320 4321 4436 3467 4308 4214 4286 4234 4322
331,4384 4440 2220 2646 4313 4389 4219 2894 2171 2696
332,4214 2698 2665 4366 4290 4050 4045 4308 4209 4451
333,1951 2902 3861 2232 4436 4320 4321 4319 4266 2911
334,2698 4308 2665 4214 4366 4234 4408 4424 2802 2964
335,1899 4308 1901 3643 3467 3128 4387 4286 4361 3786
336,4396 3265 4328 4435 4356 4446 2889 3863 3853 1958
337,4361 4389 4406 2943 4234 4219 4010 4384 4440 3149
338,2511 4408 4325 4250 4308 4286 2324 3746 4361 1951
339,4308 1951 2698 4214 4366 4446 4290 4227 4234 2964
340,3582 4445 4438 4204 4375 2953 4354 4249 4296 3863
341,2865 3056 4389 4504 1958 4257 4387 4440 4308 4219
342,4045 4050 4153 4530 4518 4385 3781 4243 3856 4046
343,2521 4408 4219 4257 2944 4389 2646 4440 3565 2831
344,4219 2943 4384 4010 4321 4440 4520 2646 4153 4234
345,4361 4219 4308 2943 4440 4334 4331 2646 4321 1966
346,4445 4291 2157 2156 4266 4383 4510 4534 4257 2721
347,1966 1958 2865 4361 2646 2802 4333 4332 4400 2696
348,4395 4219 4440 4331 4389 1910 4308 4384 4387 4338
349,4389 2943 4219 4361 2646 4257 3565 4321 4136 4440
350,4219 2865 1966 2696 4508 4509 4384 3844 4408 4400
351,1966 2865 2964 4367 4387 4532 4205 2408 4234 4408
352,4214 2698 4234 4400 2964 4308 4209 4366 4451 2665
353,4110 2062 3261 2060 4411 4404 4205 3150 4109 2857
354,4249 1899 4308 1901 4354 4296 4367 1909 4388 4396
355,2865 2962 4397 4395 4384 4219 4389 2866 1958 4257
356,2196 1958 4362 4433 3265 1909 4234 4308 4396 4328
357,4219 4361 4408 4308 4234 4328 4362 2646 4358 4360
358,4406 3844 2646 4234 4010 1958 4384 4219 4362 1966
359,1966 2865 4384 2646 4219 4400 2521 2866 2831 4532
360,4436 4321 3128 4320 4319 4356 1951 4133 4234 2698
361,4269 2665 4424 4523 4395 1909 4363 4454 1918 3908
362,3055 4361 4384 3689 4234 2244 4366 4050 4045 4153
363,2865 1966 4219 2696 3844 4408 4508 4384 4406 4509
364,4328 4308 1907 1909 4396 4361 4234 2924 2196 1901
365,2415 4299 4287 4243 4248 3595 2663 4344 4163 4307
366,2646 1966 2865 4400 4308 4384 4219 4234 3844 4361
367,4313 3470 4384 3077 4219 4440 1966 4310 3078 4289
368,4308 4331 4234 1910 4366 4227 4205 4367 4286 4111
369,4328 4234 4520 4308 1909 2921 1910 1958 2196 4133
370,4234 1951 4045 2646 4204 4010 4362 2698 3467 4384
371,3128 2942 3862 2171 4209 4332 3643 4223 4221 4436
372,1958 3419 4328 4234 1909 1918 4308 4400 4408 4396
373,2196 4331 4356 3265 4234 4045 4153 4435 4446 4424
374,2964 4532 4408 4308 4234 1966 1958 4400 2865 4387
375,1951 4532 4436 4321 2220 3128 3467 4218 4153 4320
376,2865 4219 1966 4384 3844 4406 4308 3209 2646 2696
377,4219 2646 4322 4408 1951 4502 4010 4234 4384 2191
378,3265 4308 2665 4396 4328 4010 4356 3467 4435 4045
379,2865 4440 4257 3056 4371 4303 4308 4219 4389 2886
380,2646 1966 2865 4408 4403 3056 4387 4400 2802 4384
381,4400 2865 1966 4219 4361 4384 4308 2646 4502 3567
382,4286 4396 4328 1907 4234 3419 1909 4408 4361 4400
383,4266 4433 4257 4371 4551 4220 4243 3862 4321 2917
384,4446 4153 4333 4050 4234 4334 4045 4331 1873 4133
385,1951 4436 4321 3128 4532 4320 4319 3467 4218 2220
386,4219 3470 3078 2696 3567 2865 1966 4440 4313 3056
387,3128 2944 3467 3168 4396 4451 4387 4251 4361 4518
388,3565 2943 4361 4389 2646 4331 4440 4219 4397 4509
389,1951 4234 2698 4361 2962 4308 4436 4286 1958 3467
390,4371 2910 4372 4347 2323 4318 3747 4178 4220 4321
391,4234 4045 4358 4050 4361 4286 1954 4328 4403 1909
392,4308 4234 4396 2196 1909 4328 4433 4045 4360 3419
393,4219 2646 4308 4408 1951 4234 2962 4395 2964 3643
394,4321 4436 1901 2232 4361 2948 4356 4383 4308 4387
395,4371 2220 4375 4337 2171 4439 4395 4243 4276 4373
396,4384 4440 4219 3007 4205 4251 2071 4389 3149 2238
397,1951 4308 4361 1923 2943 4331 4387 4400 3132 3088
398,4395 4424 4454 4356 4262 4264 4435 3992 4523 1842
399,2865 2866 2696 1966 2646 4384 4440 4408 4389 4219
400,4395 4219 4389 4214 2646 3026 4276 4440 4207 4424
401,4400 1966 2865 2646 4384 4408 4219 4308 2831 2964
402,4451 4214 2698 4227 4290 4534 4447 4375 3469 4209
403,2696 3844 2865 4219 1966 4406 4408 4384 4308 2866
404,2865 1966 4219 4400 2646 4308 3567 4384 2696 3844
405,4249 4296 4396 4388 4234 4308 4286 4354 4243 1918
406,4308 2865 1966 1958 4387 4219 4400 2943 4408 2521
407,4328 4234 4396 3436 4286 1899 1907 4308 4408 2949
408,4406 4234 1958 1966 4308 4010 4531 2646 4361 3844
409,4243 1909 4396 1901 4354 4367 1918 4286 4388 4308
410,4361 3844 1923 4331 4009 4234 1954 2521 3689 3055
411,4361 4403 4387 3088 2943 3007 4308 4234 3055 3689
412,4395 4219 3026 4214 4389 2646 4350 4424 1881 4440
413,4328 4329 4400 4520 4395 4134 4346 1958 4401 4528
414,2916 2908 2663 2968 4372 3777 2794 3536 4299 2252
415,2964 4366 4502 4501 4050 4503 4362 4308 4446 2831
416,3056 2865 2646 2521 1966 4440 4219 2802 1958 2943
417,2061 2057 4110 3147 2060 2062 4411 4404 4451 3431
418,4328 4219 1909 4234 4227 4257 4361 4396 4290 2902
419,3078 4313 3470 4384 2866 2696 4375 4406 3127 4285
420,4440 1966 4219 4406 4313 4389 2171 3470 4384 4375
421,2865 4308 1966 2646 4400 4234 2964 2866 2521 4408
422,1958 4396 4435 1918 4308 4356 4362 4234 4045 4408
423,4219 4389 2962 4440 2521 2865 4397 2646 4384 2944
424,1966 4406 4234 4308 2646 1958 3844 4384 4504 4361
425,2943 1901 4331 4361 2696 4205 3088 2646 4308 4389
426,4219 2962 2646 4440 4397 4389 2943 4361 1958 4234
427,1951 3861 4436 4321 4286 4208 1961 4328 4319 4320
428,4234 4308 4362 2196 4433 2665 4153 2698 4331 3265
429,1951 4328 3436 3467 4532 1901 4396 4436 1907 4308
430,1966 2865 4308 4219 2646 4384 4400 4503 4387 1958
431,2865 4406 3844 2696 1966 2646 4219 4234 4384 3567
432,1951 2943 4436 4308 4321 4366 4361 4234 4320 4400
433,4408 1909 4361 4219 4328 1951 4396 4234 3209 4360
434,4396 4408 1909 4308 1958 1923 4328 1954 1960 1918
435,4234 3844 4406 2521 4361 4331 2646 1966 4205 4219
436,4408 4234 1960 4308 2964 4532 4396 4400 2962 2831
437,2865 4384 2521 2866 2646 1966 2962 3844 3567 4219
